date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:01:07	12846/12846	---MCZ	200	added ('OK')	text/css	etag:W/%22686db97f-322e%22	https://invitarte.me/wp-content/plugins/advanced-popups/public/css/advanced-popups-public.css?ver=1.2.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/advanced-popups/public/css/advanced-popups-public8d1e.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:07	2947/2947	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc40d-b83%22	https://invitarte.me/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/contact-form-7/includes/css/styles658f.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:07	5156/5156	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-1424%22	https://invitarte.me/wp-content/plugins/trx_addons/js/magnific/magnific-popup.min.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/js/magnific/magnific-popup.min.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:08	19727/19727	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc44e-4d0f%22	https://invitarte.me/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=10.2.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/woocommerce/assets/css/woocommerce-layout0cb7.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:08	7527/7527	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc44e-1d67%22	https://invitarte.me/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.2.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen0cb7.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:08	86378/86378	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc44e-1516a%22	https://invitarte.me/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=10.2.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/woocommerce/assets/css/woocommerce0cb7.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:08	15844/15844	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc478-3de4%22	https://invitarte.me/wp-content/plugins/wpc-composite-products/assets/css/frontend.css?ver=7.6.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/wpc-composite-products/assets/css/frontend4ae6.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:09	2279/2279	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc44e-8e7%22	https://invitarte.me/wp-content/plugins/woocommerce/assets/css/brands.css?ver=10.2.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/woocommerce/assets/css/brands0cb7.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:09	51141/51141	---MCZ	200	added ('OK')	text/css	etag:W/%22686db978-c7c5%22	https://invitarte.me/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.min.css?ver=2.3.75	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.min736c.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:09	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-4d%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:09	198/198	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-c6%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:09	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-e2d7%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:10	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-29d%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:10	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-2a3%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:10	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-2a5%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:10	53269/53269	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-d015%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/frontend.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:11	20060/20060	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-4e5c%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minf25c.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:11	20190/20190	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-4ede%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:11	4282/4282	---MCZ	200	added ('OK')	text/css	etag:W/%226914c9c7-10ba%22	https://invitarte.me/wp-content/uploads/elementor/css/post-15.css?ver=1762970055	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/uploads/elementor/css/post-156df0.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:11	37647/37647	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc403-930f%22	https://invitarte.me/wp-content/plugins/az-video-and-audio-player-addon-for-elementor/assets/css/plyr.css?ver=2.1.1	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/az-video-and-audio-player-addon-for-elementor/assets/css/plyre1fc.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:11	743/743	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc403-2e7%22	https://invitarte.me/wp-content/plugins/az-video-and-audio-player-addon-for-elementor/assets/css/main.css?ver=2.1.1	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/az-video-and-audio-player-addon-for-elementor/assets/css/maine1fc.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:12	153/153	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-99%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:12	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-82%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:12	600/600	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-258%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-heading.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:13	547/547	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd59e1-223%22	https://invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-lottie.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-lottie.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:13	1281/1281	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd59e1-501%22	https://invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-countdown.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:13	704/704	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-2c0%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-text-editor.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:13	106/106	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-6a%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:13	568/568	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-238%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:14	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-4057%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:14	5486/5486	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-156e%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:14	2386/2386	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd59e1-952%22	https://invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-slides.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-slides.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:14	254/254	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-fe%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-image.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:14	137/137	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-89%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:15	1364/1364	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd59e1-554%22	https://invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-media-carousel.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-media-carousel.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:15	3847/3847	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd59e1-f07%22	https://invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:15	10071/10071	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-2757%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-icon-box.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:15	4298/4298	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-10ca%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-divider.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:16	340/340	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-154%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:16	139/139	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-8b%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:16	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-141e%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/widget-social-icons.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:16	7025/7025	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-1b71%22	https://invitarte.me/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:16	6798/6798	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd59e1-1a8e%22	https://invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor-pro/assets/css/widget-form.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:17	367/367	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd5a08-16f%22	https://invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?ver=3.27.7	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min7871.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:17	177516/177516	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd63ef-2b56c%22	https://invitarte.me/wp-content/uploads/elementor/css/post-35849.css?ver=1759339503	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/uploads/elementor/css/post-35849dc0d.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:17	914/914	---MCZ	200	added ('OK')	text/css	etag:W/%2268dd6055-392%22	https://invitarte.me/wp-content/uploads/elementor/css/post-196519.css?ver=1759338581	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/uploads/elementor/css/post-1965195b20.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:17	329206/329206	---MCZ	200	added ('OK')	text/css	etag:W/%2268bf56c4-505f6%22	https://invitarte.me/wp-content/plugins/trx_addons/css/__styles.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/css/__styles.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:17	2820/2820	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-b04%22	https://invitarte.me/wp-content/plugins/trx_addons/addons/audio-effects/audio-effects.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/addons/audio-effects/audio-effects.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:18	2686/2686	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-a7e%22	https://invitarte.me/wp-content/plugins/trx_addons/components/shortcodes/content/content.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/components/shortcodes/content/content.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:18	10840/10840	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-2a58%22	https://invitarte.me/wp-content/plugins/trx_addons/components/shortcodes/content/content.responsive.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/components/shortcodes/content/content.responsive.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:18	94176/94176	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-16fe0%22	https://invitarte.me/wp-content/plugins/trx_addons/css/trx_addons.animations.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/css/trx_addons.animations.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:18	12926/12926	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-327e%22	https://invitarte.me/wp-content/plugins/trx_addons/addons/mouse-helper/mouse-helper.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/addons/mouse-helper/mouse-helper.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:19	26320/26320	---MCZ	200	added ('OK')	text/css	etag:W/%2265b806cf-66d0%22	https://invitarte.me/wp-content/plugins/wp-gdpr-compliance/Assets/css/front.css?ver=1706559183	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/wp-gdpr-compliance/Assets/css/front2563.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:19	4769/4769	---MCZ	200	added ('OK')	text/css	etag:W/%2266c67801-12a1%22	https://invitarte.me/wp-content/themes/invitarte/style.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/themes/invitarte/style.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:19	596999/596999	---MCZ	200	added ('OK')	text/css	etag:W/%226668eb9b-91c07%22	https://invitarte.me/wp-content/themes/invitarte/skins/default/css/style.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/themes/invitarte/skins/default/css/style.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:19	1263559/1263559	---MCZ	200	added ('OK')	text/css	etag:W/%2268bf56c5-1347c7%22	https://invitarte.me/wp-content/themes/invitarte/skins/default/css/__plugins.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/themes/invitarte/skins/default/css/__plugins.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:19	83024/83024	---MCZ	200	added ('OK')	text/css	etag:W/%2268bf56c5-14450%22	https://invitarte.me/wp-content/themes/invitarte/skins/default/css/__custom.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/themes/invitarte/skins/default/css/__custom.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:20	14006/14006	---MCZ	200	added ('OK')	text/css	etag:W/%2268dcc44e-36b6%22	https://invitarte.me/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-10.2.2	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks6e20.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:20	58327/58327	---MCZ	200	added ('OK')	text/css	etag:W/%2265a6ded3-e3d7%22	https://invitarte.me/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/revslider/public/assets/css/rs6ec8f.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:20	71227/71227	---MCZ	200	added ('OK')	text/css	etag:W/%2268bf56c4-1163b%22	https://invitarte.me/wp-content/plugins/trx_addons/css/__responsive.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/css/__responsive.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:20	571/571	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80726-23b%22	https://invitarte.me/wp-content/plugins/trx_addons/addons/mouse-helper/mouse-helper.responsive.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/trx_addons/addons/mouse-helper/mouse-helper.responsive.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:21	840695/840695	---MCZ	200	added ('OK')	text/css	etag:W/%2268bf56c5-cd3f7%22	https://invitarte.me/wp-content/themes/invitarte/skins/default/css/__responsive.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/themes/invitarte/skins/default/css/__responsive.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:21	18771/18771	---MCZ	200	added ('OK')	text/css	etag:W/%2265b80709-4953%22	https://invitarte.me/wp-content/themes/invitarte/skins/default/extra-styles.css	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/themes/invitarte/skins/default/extra-styles.css	(from https://invitarte.me/demo-arlet-carlos)
22:01:21	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d7f18-15601%22	https://invitarte.me/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/dell/Desktop/cc/invitarte.me/wp-includes/js/jquery/jquery.minf43b.js	(from https://invitarte.me/demo-arlet-carlos)
22:01:21	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22659d7f18-3509%22	https://invitarte.me/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/dell/Desktop/cc/invitarte.me/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://invitarte.me/demo-arlet-carlos)
22:01:22	115/115	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265a6dece-73%22	https://invitarte.me/wp-content/plugins/elegro-payment/elegro-script.js	C:/Users/dell/Desktop/cc/invitarte.me/wp-content/plugins/elegro-payment/elegro-script.js	(from https://invitarte.me/demo-arlet-carlos)
22:01:23	333089/333089	---MCZ	200	added ('OK')	application/javascript	etag:W/%22641993c6-51521%22	https://widget.acceptance.elegro.eu/checkout/widget.js	C:/Users/dell/Desktop/cc/widget.acceptance.elegro.eu/checkout/widget.js	(from https://invitarte.me/demo-arlet-carlos)
22:01:24	2020800/2020800	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Dec%202025%2004:01:23%20GMT	https://invitarte.me/wp-json/	C:/Users/dell/Desktop/cc/invitarte.me/wp-json/index.html	(from https://invitarte.me/demo-arlet-carlos)
22:01:25	139760/139760	---MCZ	200	added ('OK')	application/json	date:Fri,%2005%20Dec%202025%2004:01:23%20GMT	https://invitarte.me/wp-json/wp/v2/pages/35849	C:/Users/dell/Desktop/cc/invitarte.me/wp-json/wp/v2/pages/35849.json	(from https://invitarte.me/demo-arlet-carlos)
22:01:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2005%20Dec%202025%2004:01:25%20GMT	https://invitarte.me/?p=35849	C:/Users/dell/Desktop/cc/invitarte.me/index2d5d.html	(from https://invitarte.me/demo-arlet-carlos)
